"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","button_pressed","responses"
"[{""page_index"":0,""viewing_time"":4494},{""page_index"":1,""viewing_time"":56288}]","60783","instructions","0","60788","0.0-0.0","021","","",""
"","16222","audio-button-response","1","77013","0.0-1.0","021","sound/soundcheck.mp3","0",""
"[{""page_index"":0,""viewing_time"":31406}]","31406","instructions","2","108419","0.0-2.0","021","","",""
"","null","audio-button-response","3","142848","0.0-3.0-0.0","021","sound/theCage_Lyrics_14.mp3","null",""
"","42979","survey-likert","4","185829","0.0-3.0-1.0","021","","","{""Q0"":2,""Q1"":6,""Q2"":1,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","5","220080","0.0-3.0-0.1","021","sound/willowSong_Lyrics_06.mp3","null",""
"","51778","survey-likert","6","271861","0.0-3.0-1.1","021","","","{""Q0"":2,""Q1"":6,""Q2"":5,""Q3"":0,""Q4"":1}"
"","null","audio-button-response","7","307598","0.0-3.0-0.2","021","sound/dancinInTheMoonlightC_Melody_19.mp3","null",""
"","27830","survey-likert","8","335430","0.0-3.0-1.2","021","","","{""Q0"":1,""Q1"":6,""Q2"":7,""Q3"":0,""Q4"":1}"
"","null","audio-button-response","9","366700","0.0-3.0-0.3","021","sound/theCrucifixion_Melody_21.mp3","null",""
"","41127","survey-likert","10","407829","0.0-3.0-1.3","021","","","{""Q0"":0,""Q1"":6,""Q2"":8,""Q3"":0,""Q4"":4}"
"","null","audio-button-response","11","446521","0.0-3.0-0.4","021","sound/thatsAll_Lyrics_15.mp3","null",""
"","34496","survey-likert","12","481022","0.0-3.0-1.4","021","","","{""Q0"":6,""Q1"":1,""Q2"":3,""Q3"":0,""Q4"":7}"
"","null","audio-button-response","13","519710","0.0-3.0-0.5","021","sound/thatsAll_Melody_31.mp3","null",""
"","22086","survey-likert","14","541797","0.0-3.0-1.5","021","","","{""Q0"":6,""Q1"":1,""Q2"":2,""Q3"":0,""Q4"":7}"
"","null","audio-button-response","15","579030","0.0-3.0-0.6","021","sound/dream_Melody_27.mp3","null",""
"","30286","survey-likert","16","609318","0.0-3.0-1.6","021","","","{""Q0"":1,""Q1"":6,""Q2"":8,""Q3"":0,""Q4"":4}"
"","null","audio-button-response","17","645061","0.0-3.0-0.7","021","sound/toThisWeveCome_Melody_29.mp3","null",""
"","27415","survey-likert","18","672479","0.0-3.0-1.7","021","","","{""Q0"":3,""Q1"":0,""Q2"":5,""Q3"":6,""Q4"":0}"
"","null","audio-button-response","19","709711","0.0-3.0-0.8","021","sound/bambi_Lyrics_08.mp3","null",""
"","23581","survey-likert","20","733294","0.0-3.0-1.8","021","","","{""Q0"":6,""Q1"":5,""Q2"":3,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","21","770521","0.0-3.0-0.9","021","sound/takeYouAb_Lyrics_04.mp3","null",""
"","17418","survey-likert","22","787941","0.0-3.0-1.9","021","","","{""Q0"":8,""Q1"":3,""Q2"":1,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","23","822141","0.0-3.0-0.10","021","sound/goognightMoon_Melody_25.mp3","null",""
"","16393","survey-likert","24","838535","0.0-3.0-1.10","021","","","{""Q0"":0,""Q1"":8,""Q2"":8,""Q3"":0,""Q4"":2}"
"","null","audio-button-response","25","875760","0.0-3.0-0.11","021","sound/silentMoon_Lyrics_10.mp3","null",""
"","19284","survey-likert","26","895046","0.0-3.0-1.11","021","","","{""Q0"":6,""Q1"":6,""Q2"":3,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","27","927801","0.0-3.0-0.12","021","sound/owlAPussyCat_Lyrics_02.mp3","null",""
"","25891","survey-likert","28","953694","0.0-3.0-1.12","021","","","{""Q0"":5,""Q1"":3,""Q2"":2,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","29","984961","0.0-3.0-0.13","021","sound/onMusic_Melody_17.mp3","null",""
"","22651","survey-likert","30","1007614","0.0-3.0-1.13","021","","","{""Q0"":7,""Q1"":7,""Q2"":2,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","31","1041860","0.0-3.0-0.14","021","sound/everyTimeWeSayGoodbye_Melody_23.mp3","null",""
"","19456","survey-likert","32","1061319","0.0-3.0-1.14","021","","","{""Q0"":0,""Q1"":8,""Q2"":8,""Q3"":0,""Q4"":1}"
"","null","audio-button-response","33","1092831","0.0-3.0-0.15","021","sound/noMoreMissNice_Lyrics_16.mp3","null",""
"","24492","survey-likert","34","1117326","0.0-3.0-1.15","021","","","{""Q0"":3,""Q1"":0,""Q2"":6,""Q3"":6,""Q4"":0}"
"","null","audio-button-response","35","1145612","0.0-3.0-0.16","021","sound/iWishYouLove_Lyrics_12.mp3","null",""
"","11817","survey-likert","36","1157431","0.0-3.0-1.16","021","","","{""Q0"":2,""Q1"":8,""Q2"":6,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","37","1191630","0.0-4.0-0.0","021","sound/goognightMoon_Lyrics_09.mp3","null",""
"","18421","survey-likert","38","1210054","0.0-4.0-1.0","021","","","{""Q0"":6,""Q1"":8,""Q2"":1,""Q3"":0,""Q4"":4}"
"","null","audio-button-response","39","1247280","0.0-4.0-0.1","021","sound/silentMoon_Melody_26.mp3","null",""
"","27356","survey-likert","40","1274638","0.0-4.0-1.1","021","","","{""Q0"":2,""Q1"":7,""Q2"":6,""Q3"":0,""Q4"":2}"
"","null","audio-button-response","41","1311871","0.0-4.0-0.2","021","sound/dream_Lyrics_11.mp3","null",""
"","19541","survey-likert","42","1331414","0.0-4.0-1.2","021","","","{""Q0"":7,""Q1"":6,""Q2"":1,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","43","1365661","0.0-4.0-0.3","021","sound/everyTimeWeSayGoodbye_Lyrics_07.mp3","null",""
"","12872","survey-likert","44","1378535","0.0-4.0-1.3","021","","","{""Q0"":0,""Q1"":8,""Q2"":8,""Q3"":0,""Q4"":2}"
"","null","audio-button-response","45","1406821","0.0-4.0-0.4","021","sound/iWishYouLove_Melody_28.mp3","null",""
"","18024","survey-likert","46","1424849","0.0-4.0-1.4","021","","","{""Q0"":1,""Q1"":7,""Q2"":6,""Q3"":0,""Q4"":2}"
"","null","audio-button-response","47","1456112","0.0-4.0-0.5","021","sound/onMusic_Lyrics_01.mp3","null",""
"","13406","survey-likert","48","1469519","0.0-4.0-1.5","021","","","{""Q0"":7,""Q1"":7,""Q2"":1,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","49","1503952","0.0-4.0-0.6","021","sound/theCage_Melody_30.mp3","null",""
"","18188","survey-likert","50","1522143","0.0-4.0-1.6","021","","","{""Q0"":5,""Q1"":7,""Q2"":4,""Q3"":0,""Q4"":2}"
"","null","audio-button-response","51","1556601","0.0-4.0-0.7","021","sound/willowSong_Melody_22.mp3","null",""
"","17307","survey-likert","52","1573911","0.0-4.0-1.7","021","","","{""Q0"":6,""Q1"":5,""Q2"":4,""Q3"":0,""Q4"":2}"
"","null","audio-button-response","53","1611142","0.0-4.0-0.8","021","sound/bambi_Melody_24.mp3","null",""
"","18112","survey-likert","54","1629255","0.0-4.0-1.8","021","","","{""Q0"":6,""Q1"":5,""Q2"":4,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","55","1662011","0.0-4.0-0.9","021","sound/owlAPussyCat_Melody_18.mp3","null",""
"","17547","survey-likert","56","1679560","0.0-4.0-1.9","021","","","{""Q0"":4,""Q1"":2,""Q2"":4,""Q3"":5,""Q4"":0}"
"","null","audio-button-response","57","1716791","0.0-4.0-0.10","021","sound/takeYouAb_Melody_20.mp3","null",""
"","15229","survey-likert","58","1732023","0.0-4.0-1.10","021","","","{""Q0"":7,""Q1"":3,""Q2"":3,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","59","1767762","0.0-4.0-0.11","021","sound/dancinInTheMoonlightC_Lyrics_03.mp3","null",""
"","29131","survey-likert","60","1796895","0.0-4.0-1.11","021","","","{""Q0"":6,""Q1"":7,""Q2"":4,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","61","1828403","0.0-4.0-0.12","021","sound/noMoreMissNice_Melody_32.mp3","null",""
