"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","button_pressed","responses"
"[{""page_index"":0,""viewing_time"":16780},{""page_index"":1,""viewing_time"":18608}]","35388","instructions","0","35398","0.0-0.0","017","","",""
"","17780","audio-button-response","1","53183","0.0-1.0","017","sound/soundcheck.mp3","0",""
"[{""page_index"":0,""viewing_time"":20151}]","20152","instructions","2","73335","0.0-2.0","017","","",""
"","36718","audio-button-response","3","110557","0.0-3.0-0.0","017","sound/takeYouAb_Melody_20.mp3","0",""
"","48312","survey-likert","4","158872","0.0-3.0-1.0","017","","","{""Q0"":4,""Q1"":3,""Q2"":4,""Q3"":0,""Q4"":2}"
"","36947","audio-button-response","5","196097","0.0-3.0-0.1","017","sound/bambi_Melody_24.mp3","0",""
"","20389","survey-likert","6","216488","0.0-3.0-1.1","017","","","{""Q0"":4,""Q1"":5,""Q2"":4,""Q3"":5,""Q4"":1}"
"","33150","audio-button-response","7","250737","0.0-3.0-0.2","017","sound/everyTimeWeSayGoodbye_Lyrics_07.mp3","0",""
"","19149","survey-likert","8","269888","0.0-3.0-1.2","017","","","{""Q0"":2,""Q1"":2,""Q2"":8,""Q3"":6,""Q4"":0}"
"","29974","audio-button-response","9","301400","0.0-3.0-0.3","017","sound/noMoreMissNice_Melody_32.mp3","0",""
"","15623","survey-likert","10","317024","0.0-3.0-1.3","017","","","{""Q0"":1,""Q1"":1,""Q2"":4,""Q3"":8,""Q4"":0}"
"","33556","audio-button-response","11","351479","0.0-3.0-0.4","017","sound/willowSong_Melody_22.mp3","0",""
"","16022","survey-likert","12","367504","0.0-3.0-1.4","017","","","{""Q0"":4,""Q1"":8,""Q2"":4,""Q3"":4,""Q4"":6}"
"","null","audio-button-response","13","403237","0.0-3.0-0.5","017","sound/toThisWeveCome_Lyrics_13.mp3","null",""
"","14130","survey-likert","14","417369","0.0-3.0-1.5","017","","","{""Q0"":0,""Q1"":0,""Q2"":6,""Q3"":8,""Q4"":1}"
"","31708","audio-button-response","15","450128","0.0-3.0-0.6","017","sound/owlAPussyCat_Melody_18.mp3","0",""
"","15140","survey-likert","16","465272","0.0-3.0-1.6","017","","","{""Q0"":0,""Q1"":0,""Q2"":4,""Q3"":8,""Q4"":0}"
"","33397","audio-button-response","17","499469","0.0-3.0-0.7","017","sound/goognightMoon_Lyrics_09.mp3","0",""
"","17783","survey-likert","18","517257","0.0-3.0-1.7","017","","","{""Q0"":4,""Q1"":6,""Q2"":4,""Q3"":4,""Q4"":2}"
"","null","audio-button-response","19","551689","0.0-3.0-0.8","017","sound/theCage_Melody_30.mp3","null",""
"","28052","survey-likert","20","579744","0.0-3.0-1.8","017","","","{""Q0"":4,""Q1"":1,""Q2"":4,""Q3"":7,""Q4"":0}"
"","null","audio-button-response","21","615479","0.0-3.0-0.9","017","sound/dancinInTheMoonlightC_Lyrics_03.mp3","null",""
"","32180","survey-likert","22","647664","0.0-3.0-1.9","017","","","{""Q0"":6,""Q1"":4,""Q2"":0,""Q3"":0,""Q4"":6}"
"","null","audio-button-response","23","678930","0.0-3.0-0.10","017","sound/theCrucifixion_Lyrics_05.mp3","null",""
"","17877","survey-likert","24","696809","0.0-3.0-1.10","017","","","{""Q0"":0,""Q1"":0,""Q2"":7,""Q3"":8,""Q4"":7}"
