"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","button_pressed","responses"
"[{""page_index"":0,""viewing_time"":36066},{""page_index"":1,""viewing_time"":13894}]","49961","instructions","0","49967","0.0-0.0","005","","",""
"","11797","audio-button-response","1","61771","0.0-1.0","005","sound/soundcheck.mp3","0",""
"[{""page_index"":0,""viewing_time"":5674}]","5674","instructions","2","67450","0.0-2.0","005","","",""
"","null","audio-button-response","3","95743","0.0-3.0-0.0","005","sound/iWishYouLove_Lyrics_12.mp3","null",""
"","22414","survey-likert","4","118162","0.0-3.0-1.0","005","","","{""Q0"":4,""Q1"":8,""Q2"":4,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","5","149435","0.0-3.0-0.1","005","sound/theCrucifixion_Melody_21.mp3","null",""
"","14146","survey-likert","6","163585","0.0-3.0-1.1","005","","","{""Q0"":8,""Q1"":8,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","7","198064","0.0-3.0-0.2","005","sound/theCage_Lyrics_14.mp3","null",""
"","12827","survey-likert","8","210895","0.0-3.0-1.2","005","","","{""Q0"":6,""Q1"":3,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","9","248128","0.0-3.0-0.3","005","sound/silentMoon_Lyrics_10.mp3","null",""
"","6181","survey-likert","10","254315","0.0-3.0-1.3","005","","","{""Q0"":8,""Q1"":3,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","11","293012","0.0-3.0-0.4","005","sound/thatsAll_Lyrics_15.mp3","null",""
"","7882","survey-likert","12","300897","0.0-3.0-1.4","005","","","{""Q0"":8,""Q1"":3,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","13","338125","0.0-3.0-0.5","005","sound/bambi_Lyrics_08.mp3","null",""
"","11651","survey-likert","14","349779","0.0-3.0-1.5","005","","","{""Q0"":8,""Q1"":4,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","15","387017","0.0-3.0-0.6","005","sound/takeYouAb_Lyrics_04.mp3","null",""
"","11247","survey-likert","16","398269","0.0-3.0-1.6","005","","","{""Q0"":8,""Q1"":3,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","17","429826","0.0-3.0-0.7","005","sound/noMoreMissNice_Lyrics_16.mp3","null",""
"","6771","survey-likert","18","436600","0.0-3.0-1.7","005","","","{""Q0"":8,""Q1"":3,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","19","467870","0.0-3.0-0.8","005","sound/onMusic_Melody_17.mp3","null",""
"","7993","survey-likert","20","475865","0.0-3.0-1.8","005","","","{""Q0"":8,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","21","513104","0.0-3.0-0.9","005","sound/dream_Melody_27.mp3","null",""
"","8758","survey-likert","22","521867","0.0-3.0-1.9","005","","","{""Q0"":4,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","23","557607","0.0-3.0-0.10","005","sound/dancinInTheMoonlightC_Melody_19.mp3","null",""
"","8701","survey-likert","24","566312","0.0-3.0-1.10","005","","","{""Q0"":5,""Q1"":4,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","25","602050","0.0-3.0-0.11","005","sound/toThisWeveCome_Melody_29.mp3","null",""
"","14280","survey-likert","26","616333","0.0-3.0-1.11","005","","","{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":5,""Q4"":0}"
"","null","audio-button-response","27","650583","0.0-3.0-0.12","005","sound/willowSong_Lyrics_06.mp3","null",""
"","8844","survey-likert","28","659431","0.0-3.0-1.12","005","","","{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","29","693679","0.0-3.0-0.13","005","sound/goognightMoon_Melody_25.mp3","null",""
"","13332","survey-likert","30","707014","0.0-3.0-1.13","005","","","{""Q0"":0,""Q1"":0,""Q2"":5,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","31","741267","0.0-3.0-0.14","005","sound/everyTimeWeSayGoodbye_Melody_23.mp3","null",""
"","6720","survey-likert","32","747992","0.0-3.0-1.14","005","","","{""Q0"":0,""Q1"":0,""Q2"":4,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","33","786682","0.0-3.0-0.15","005","sound/thatsAll_Melody_31.mp3","null",""
"","8093","survey-likert","34","794779","0.0-3.0-1.15","005","","","{""Q0"":8,""Q1"":5,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","35","827546","0.0-3.0-0.16","005","sound/owlAPussyCat_Lyrics_02.mp3","null",""
"","10277","survey-likert","36","837826","0.0-3.0-1.16","005","","","{""Q0"":5,""Q1"":4,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","37","875059","0.0-4.0-0.0","005","sound/bambi_Melody_24.mp3","null",""
"","9576","survey-likert","38","884637","0.0-4.0-1.0","005","","","{""Q0"":5,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0}"
"","null","audio-button-response","39","918893","0.0-4.0-0.1","005","sound/everyTimeWeSayGoodbye_Lyrics_07.mp3","null",""
"","7302","survey-likert","40","926242","0.0-4.0-1.1","005","","","{""Q0"":4,""Q1"":4,""Q2"":4,""Q3"":0,""Q4"":0}"
