subject,rt,Happy,Calm,Sad,AngryStressful,Familiar,title,Condition,Track_ID,X1,ACTIVE,PERCEPTUAL,MUSICAL,SINGING,EMOTIONS,GENERAL,classical,blues,country,dancElectronica,folk,rapHipHop,soulFunk,relgious,alternative,jazz,rock,pop,heavyMetal,SoundtracksThemeSongs,familyIncome,highestFather,highestMother,melodicTraning,melodicCourses,melodicPrivate,harmonicTraning,harmonicCourses,harmonicPrivate,sightsingTraning,sightsingCourses,sightsingPrivate,instrument,age,gender,meds,listMeds,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76
6,16791,2,2,7,1,1,iWishYouLove,Melody,28,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,21034,7,3,2,1,1,dancinInTheMoonlightC,Lyrics,3,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,22472,1,1,4,3,1,takeYouAb,Melody,20,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,16148,1,1,9,1,1,everyTimeWeSayGoodbye,Lyrics,7,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,22255,1,1,7,9,1,toThisWeveCome,Lyrics,13,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,16290,2,1,4,1,1,bambi,Melody,24,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,15894,9,2,2,1,1,dream,Lyrics,11,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,11484,9,2,1,1,1,onMusic,Lyrics,1,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,17088,4,2,5,1,1,theCage,Melody,30,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,33498,1,1,2,7,1,noMoreMissNice,Melody,32,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,13519,2,1,4,1,1,dream,Melody,27,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,11441,1,1,9,9,1,thatsAll,Lyrics,15,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,12777,1,4,9,1,1,theCrucifixion,Melody,21,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,11659,9,5,1,1,1,iWishYouLove,Lyrics,12,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,13997,7,2,2,1,1,silentMoon,Lyrics,10,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,20092,1,1,7,6,1,bambi,Lyrics,8,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,14406,1,2,2,1,1,onMusic,Melody,17,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,19765,1,1,4,6,1,thatsAll,Melody,31,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,22311,2,2,3,1,1,goognightMoon,Melody,25,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,26333,1,1,5,9,1,noMoreMissNice,Lyrics,16,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,17255,2,2,2,1,1,everyTimeWeSayGoodbye,Melody,23,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,48424,2,1,2,1,1,dancinInTheMoonlightC,Melody,19,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,32017,2,2,2,1,1,theCage,Lyrics,14,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,56937,1,1,2,1,1,owlAPussyCat,Lyrics,2,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,134095,2,2,2,1,1,takeYouAb,Lyrics,4,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,99598,3,2,2,1,1,toThisWeveCome,Melody,29,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
6,21544,2,2,2,1,1,willowSong,Lyrics,6,3,31,54,12,34,35,70,1,2,5,2,1,7,7,7,1,2,2,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,clarinet,19,male,1,NA,5,2,1,5,1,4,4,3,6,5,7,5,5,6,6,6,7,7,2,1,1,1,1,4,2,1,7,5,5,5,6,5,4,6,7,6,5,7
7,12439,2,1,5,7,1,owlAPussyCat,Melody,18,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,16798,5,4,6,7,9,theCage,Melody,30,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,17132,7,4,3,5,1,dream,Lyrics,11,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,11670,2,5,8,6,1,theCrucifixion,Lyrics,5,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,12119,6,7,5,5,1,goognightMoon,Lyrics,9,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,8951,7,7,6,3,3,onMusic,Lyrics,1,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,21460,7,4,5,4,2,takeYouAb,Melody,20,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,13068,4,6,8,5,3,everyTimeWeSayGoodbye,Lyrics,7,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,13731,8,3,6,2,5,bambi,Melody,24,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,10952,8,4,6,5,3,silentMoon,Melody,26,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,14813,9,5,1,2,9,dancinInTheMoonlightC,Lyrics,3,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,13535,7,4,6,4,2,noMoreMissNice,Melody,32,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,11211,7,6,3,5,1,willowSong,Melody,22,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,12322,1,1,7,9,7,toThisWeveCome,Lyrics,13,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,12259,6,5,6,3,2,iWishYouLove,Melody,28,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,11813,7,6,6,3,3,goognightMoon,Melody,25,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,10768,1,1,7,9,9,thatsAll,Melody,31,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,7920,3,3,7,6,7,bambi,Lyrics,8,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,9759,7,6,6,2,3,iWishYouLove,Lyrics,12,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,10436,1,1,7,9,7,toThisWeveCome,Melody,29,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,14463,6,6,7,3,3,dream,Melody,27,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,10091,4,3,8,6,3,everyTimeWeSayGoodbye,Melody,23,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,16256,2,3,8,6,3,theCrucifixion,Melody,21,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,10948,6,4,6,5,3,onMusic,Melody,17,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,8389,1,1,7,9,9,thatsAll,Lyrics,15,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,11290,3,5,8,6,9,theCage,Lyrics,14,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,11118,6,3,7,7,3,noMoreMissNice,Lyrics,16,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,11397,3,2,5,6,3,owlAPussyCat,Lyrics,2,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,9689,7,4,5,2,3,takeYouAb,Lyrics,4,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,13550,8,9,3,1,9,dancinInTheMoonlightC,Melody,19,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,12316,5,3,8,6,3,willowSong,Lyrics,6,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
7,18262,7,6,6,2,3,silentMoon,Lyrics,10,4,47,60,41,35,40,97,4,5,3,7,7,7,5,4,7,4,6,7,5,7,2,8,2,2,5,1,2,5,1,2,5,1,Piano,26,Male,1,NA,6,1,5,6,5,7,6,7,4,7,5,7,7,7,7,7,6,7,3,7,6,5,7,6,7,6,7,5,2,3,6,6,6,6,7,7,7,7
8,18073,1,3,8,3,1,theCrucifixion,Lyrics,5,5,48,58,41,43,36,113,6,5,5,3,6,4,5,6,5,6,4,5,1,5,4,7,8,1,1,1,1,1,1,1,1,1,violin,23,FEMALE,1,NA,7,4,6,6,4,7,6,4,4,7,6,6,6,6,7,7,7,6,7,7,7,5,4,7,4,7,7,7,7,7,6,2,5,7,7,5,6,6
8,33172,8,1,1,1,3,bambi,Melody,24,5,48,58,41,43,36,113,6,5,5,3,6,4,5,6,5,6,4,5,1,5,4,7,8,1,1,1,1,1,1,1,1,1,violin,23,FEMALE,1,NA,7,4,6,6,4,7,6,4,4,7,6,6,6,6,7,7,7,6,7,7,7,5,4,7,4,7,7,7,7,7,6,2,5,7,7,5,6,6
8,60121,6,8,2,1,6,goognightMoon,Lyrics,9,5,48,58,41,43,36,113,6,5,5,3,6,4,5,6,5,6,4,5,1,5,4,7,8,1,1,1,1,1,1,1,1,1,violin,23,FEMALE,1,NA,7,4,6,6,4,7,6,4,4,7,6,6,6,6,7,7,7,6,7,7,7,5,4,7,4,7,7,7,7,7,6,2,5,7,7,5,6,6
8,11485,8,6,2,1,1,willowSong,Melody,22,5,48,58,41,43,36,113,6,5,5,3,6,4,5,6,5,6,4,5,1,5,4,7,8,1,1,1,1,1,1,1,1,1,violin,23,FEMALE,1,NA,7,4,6,6,4,7,6,4,4,7,6,6,6,6,7,7,7,6,7,7,7,5,4,7,4,7,7,7,7,7,6,2,5,7,7,5,6,6
8,25073,1,6,9,1,7,everyTimeWeSayGoodbye,Lyrics,7,5,48,58,41,43,36,113,6,5,5,3,6,4,5,6,5,6,4,5,1,5,4,7,8,1,1,1,1,1,1,1,1,1,violin,23,FEMALE,1,NA,7,4,6,6,4,7,6,4,4,7,6,6,6,6,7,7,7,6,7,7,7,5,4,7,4,7,7,7,7,7,6,2,5,7,7,5,6,6
8,10798,7,9,4,1,3,dream,Lyrics,11,5,48,58,41,43,36,113,6,5,5,3,6,4,5,6,5,6,4,5,1,5,4,7,8,1,1,1,1,1,1,1,1,1,violin,23,FEMALE,1,NA,7,4,6,6,4,7,6,4,4,7,6,6,6,6,7,7,7,6,7,7,7,5,4,7,4,7,7,7,7,7,6,2,5,7,7,5,6,6
8,17395,3,2,4,7,1,takeYouAb,Melody,20,5,48,58,41,43,36,113,6,5,5,3,6,4,5,6,5,6,4,5,1,5,4,7,8,1,1,1,1,1,1,1,1,1,violin,23,FEMALE,1,NA,7,4,6,6,4,7,6,4,4,7,6,6,6,6,7,7,7,6,7,7,7,5,4,7,4,7,7,7,7,7,6,2,5,7,7,5,6,6
8,29310,4,9,8,1,9,iWishYouLove,Melody,28,5,48,58,41,43,36,113,6,5,5,3,6,4,5,6,5,6,4,5,1,5,4,7,8,1,1,1,1,1,1,1,1,1,violin,23,FEMALE,1,NA,7,4,6,6,4,7,6,4,4,7,6,6,6,6,7,7,7,6,7,7,7,5,4,7,4,7,7,7,7,7,6,2,5,7,7,5,6,6
8,18321,4,3,3,6,1,theCage,Melody,30,5,48,58,41,43,36,113,6,5,5,3,6,4,5,6,5,6,4,5,1,5,4,7,8,1,1,1,1,1,1,1,1,1,violin,23,FEMALE,1,NA,7,4,6,6,4,7,6,4,4,7,6,6,6,6,7,7,7,6,7,7,7,5,4,7,4,7,7,7,7,7,6,2,5,7,7,5,6,6
8,17351,6,3,3,3,1,dancinInTheMoonlightC,Lyrics,3,5,48,58,41,43,36,113,6,5,5,3,6,4,5,6,5,6,4,5,1,5,4,7,8,1,1,1,1,1,1,1,1,1,violin,23,FEMALE,1,NA,7,4,6,6,4,7,6,4,4,7,6,6,6,6,7,7,7,6,7,7,7,5,4,7,4,7,7,7,7,7,6,2,5,7,7,5,6,6
8,15675,5,7,4,1,1,silentMoon,Melody,26,5,48,58,41,43,36,113,6,5,5,3,6,4,5,6,5,6,4,5,1,5,4,7,8,1,1,1,1,1,1,1,1,1,violin,23,FEMALE,1,NA,7,4,6,6,4,7,6,4,4,7,6,6,6,6,7,7,7,6,7,7,7,5,4,7,4,7,7,7,7,7,6,2,5,7,7,5,6,6
8,9557,1,1,3,7,1,owlAPussyCat,Melody,18,5,48,58,41,43,36,113,6,5,5,3,6,4,5,6,5,6,4,5,1,5,4,7,8,1,1,1,1,1,1,1,1,1,violin,23,FEMALE,1,NA,7,4,6,6,4,7,6,4,4,7,6,6,6,6,7,7,7,6,7,7,7,5,4,7,4,7,7,7,7,7,6,2,5,7,7,5,6,6
8,9311,6,7,3,1,2,onMusic,Lyrics,1,5,48,58,41,43,36,113,6,5,5,3,6,4,5,6,5,6,4,5,1,5,4,7,8,1,1,1,1,1,1,1,1,1,violin,23,FEMALE,1,NA,7,4,6,6,4,7,6,4,4,7,6,6,6,6,7,7,7,6,7,7,7,5,4,7,4,7,7,7,7,7,6,2,5,7,7,5,6,6
8,14480,4,3,4,7,1,noMoreMissNice,Melody,32,5,48,58,41,43,36,113,6,5,5,3,6,4,5,6,5,6,4,5,1,5,4,7,8,1,1,1,1,1,1,1,1,1,violin,23,FEMALE,1,NA,7,4,6,6,4,7,6,4,4,7,6,6,6,6,7,7,7,6,7,7,7,5,4,7,4,7,7,7,7,7,6,2,5,7,7,5,6,6
